Tags,SeqName,Description,Length,#Hits,e-Value,sim mean,#GO,GO IDs,GO Names,Enzyme Codes,Enzyme Names
"[BLASTED, MAPPED, ANNOTATED]",pak_c3470_g1_i1,METK1_VITVI ame: Full=S-adenosylmethionine synthase 1 Short= et synthase 1 ame: Full=Methionine adenosyltransferase 1 Short=MAT 1,473,5,5.78E-61,95.8,7,F:GO:0005524; F:GO:0046872; C:GO:0005829; P:GO:0006556; F:GO:0004478; P:GO:0006730; P:GO:0006555,F:ATP binding; F:metal ion binding; C:cytosol; P:S-adenosylmethionine biosynthetic process; F:methionine adenosyltransferase activity; P:one-carbon metabolic process; P:methionine metabolic process,EC:2.5.1.6,Methionine adenosyltransferase
"[BLASTED, MAPPED, ANNOTATED]",pak_c3473_g1_i1,GATL6_ARATH ame: Full=Probable galacturonosyltransferase-like 6 ame: Full=Like glycosyl transferase 10,225,5,3.46E-40,81.6,12,P:GO:0006979; P:GO:0048363; F:GO:0047262; P:GO:0048354; C:GO:0016021; P:GO:0045489; C:GO:0000139; C:GO:0005783; P:GO:0005982; P:GO:0071668; P:GO:0005985; P:GO:0009117,P:response to oxidative stress; P:mucilage pectin metabolic process; F:polygalacturonate 4-alpha-galacturonosyltransferase activity; P:mucilage biosynthetic process involved in seed coat development; C:integral component of membrane; P:pectin biosynthetic process; C:Golgi membrane; C:endoplasmic reticulum; P:starch metabolic process; P:plant-type cell wall assembly; P:sucrose metabolic process; P:nucleotide metabolic process,EC:2.4.1.43,Polygalacturonate 4-alpha-galacturonosyltransferase
"[BLASTED, MAPPED, ANNOTATED]",pak_c3473_g2_i1,GATL7_ARATH ame: Full=Probable galacturonosyltransferase-like 7,546,5,7.54E-86,76.4,11,P:GO:0048363; F:GO:0047262; P:GO:0048354; C:GO:0016021; P:GO:0045489; C:GO:0000139; C:GO:0005783; P:GO:0005982; P:GO:0071668; P:GO:0005985; P:GO:0009117,P:mucilage pectin metabolic process; F:polygalacturonate 4-alpha-galacturonosyltransferase activity; P:mucilage biosynthetic process involved in seed coat development; C:integral component of membrane; P:pectin biosynthetic process; C:Golgi membrane; C:endoplasmic reticulum; P:starch metabolic process; P:plant-type cell wall assembly; P:sucrose metabolic process; P:nucleotide metabolic process,EC:2.4.1.43,Polygalacturonate 4-alpha-galacturonosyltransferase
"[BLASTED, MAPPED, ANNOTATED]",pak_c3474_g1_i1,GAPN_NICPL ame: Full=NADP-dependent glyceraldehyde-3-phosphate dehydrogenase ame: Full=Glyceraldehyde-3-phosphate dehydrogenase,411,5,1.44E-88,97.8,25,F:GO:0009013; P:GO:0006560; P:GO:0006568; F:GO:0008886; F:GO:0004777; P:GO:0019260; P:GO:0046486; P:GO:0019482; C:GO:0005829; P:GO:0006094; P:GO:0006570; P:GO:0006096; P:GO:0006552; P:GO:0006574; P:GO:0006550; P:GO:0006699; P:GO:0006554; P:GO:0006631; F:GO:0004029; P:GO:0046251; F:GO:0004028; P:GO:0006525; P:GO:0006547; P:GO:0055114; P:GO:0019852,"F:succinate-semialdehyde dehydrogenase [NAD(P)+] activity; P:proline metabolic process; P:tryptophan metabolic process; F:glyceraldehyde-3-phosphate dehydrogenase (NADP+) (non-phosphorylating) activity; F:succinate-semialdehyde dehydrogenase (NAD+) activity; P:1,2-dichloroethane catabolic process; P:glycerolipid metabolic process; P:beta-alanine metabolic process; C:cytosol; P:gluconeogenesis; P:tyrosine metabolic process; P:glycolytic process; P:leucine catabolic process; P:valine catabolic process; P:isoleucine catabolic process; P:bile acid biosynthetic process; P:lysine catabolic process; P:fatty acid metabolic process; F:aldehyde dehydrogenase (NAD) activity; P:limonene catabolic process; F:3-chloroallyl aldehyde dehydrogenase activity; P:arginine metabolic process; P:histidine metabolic process; P:oxidation-reduction process; P:L-ascorbic acid metabolic process",EC:1.2.1.16; EC:1.2.1.24; EC:1.2.1.9; EC:1.2.1.3,Succinate-semialdehyde dehydrogenase (NAD(P)(+)); Succinate-semialdehyde dehydrogenase (NAD(+)); Glyceraldehyde-3-phosphate dehydrogenase (NADP(+)); Aldehyde dehydrogenase (NAD(+))
"[BLASTED, MAPPED, ANNOTATED]",pak_c3489_g1_i1,DTX27_ARATH ame: Full= DETOXIFICATION 27 Short= 27 ame: Full=Multidrug and toxic compound extrusion 27 Short=MATE 27,446,5,3.86E-60,77.2,7,C:GO:0009507; F:GO:0015297; C:GO:0016021; P:GO:0080167; P:GO:0009835; P:GO:0006810; C:GO:0005886,C:chloroplast; F:antiporter activity; C:integral component of membrane; P:response to karrikin; P:fruit ripening; P:transport; C:plasma membrane,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3495_g1_i1,RKF1_ARATH ame: Full=Probable LRR receptor-like serine threonine- kinase RFK1 ame: Full=Receptor-like kinase in flowers 1 Flags: Precursor,332,5,7.60E-28,72.6,12,F:GO:0005524; F:GO:0004702; C:GO:0009506; F:GO:0005515; P:GO:0045088; P:GO:0007169; P:GO:0009861; P:GO:0007178; P:GO:0009069; C:GO:0005576; P:GO:0006468; C:GO:0005886,"F:ATP binding; F:signal transducer, downstream of receptor, with serine/threonine kinase activity; C:plasmodesma; F:protein binding; P:regulation of innate immune response; P:transmembrane receptor protein tyrosine kinase signaling pathway; P:jasmonic acid and ethylene-dependent systemic resistance; P:transmembrane receptor protein serine/threonine kinase signaling pathway; P:serine family amino acid metabolic process; C:extracellular region; P:protein phosphorylation; C:plasma membrane",EC:2.7.11,Transferring phosphorus-containing groups
"[BLASTED, MAPPED, ANNOTATED]",pak_c3497_g1_i1,COX3_DROME ame: Full=Cytochrome c oxidase subunit 3 ame: Full=Cytochrome c oxidase polypeptide III,602,5,1.39E-84,88,7,F:GO:0004129; C:GO:0045277; C:GO:0016021; P:GO:1902600; P:GO:0006123; C:GO:0005743; P:GO:0019646,"F:cytochrome-c oxidase activity; C:respiratory chain complex IV; C:integral component of membrane; P:hydrogen ion transmembrane transport; P:mitochondrial electron transport, cytochrome c to oxygen; C:mitochondrial inner membrane; P:aerobic electron transport chain",EC:1.9.3.1,Cytochrome-c oxidase
"[BLASTED, MAPPED, ANNOTATED]",pak_c3509_g1_i1,ECM29_HUMAN ame: Full=Proteasome-associated ECM29 homolog Short=Ecm29,221,5,1.92E-12,59.2,12,C:GO:0005634; C:GO:0030139; C:GO:0005769; C:GO:0005802; C:GO:0005813; F:GO:0005515; C:GO:0016020; C:GO:0000502; C:GO:0005783; C:GO:0030134; C:GO:0005771; P:GO:0030433,C:nucleus; C:endocytic vesicle; C:early endosome; C:trans-Golgi network; C:centrosome; F:protein binding; C:membrane; C:proteasome complex; C:endoplasmic reticulum; C:ER to Golgi transport vesicle; C:multivesicular body; P:ER-associated ubiquitin-dependent protein catabolic process,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3518_g1_i1,RBM19_HUMAN ame: Full=Probable RNA-binding 19 ame: Full=RNA-binding motif 19,277,5,2.21E-06,56.2,6,F:GO:0003676; F:GO:0005515; C:GO:0016020; C:GO:0005730; P:GO:0009735; P:GO:0050789,F:nucleic acid binding; F:protein binding; C:membrane; C:nucleolus; P:response to cytokinin; P:regulation of biological process,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3535_g1_i1,TERC_ARATH ame: Full=Thylakoid membrane chloroplastic ame: Full= PIGMENT DEFECTIVE 149 ame: Full= TELLURITE RESISTANCE C Short= erC Flags: Precursor,285,5,6.14E-35,61.2,6,F:GO:0005515; C:GO:0016021; P:GO:0090351; P:GO:0010027; C:GO:0005886; C:GO:0009535,F:protein binding; C:integral component of membrane; P:seedling development; P:thylakoid membrane organization; C:plasma membrane; C:chloroplast thylakoid membrane,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3536_g1_i1,SUS1_ARATH ame: Full=Transcription and mRNA export factor SUS1,327,5,2.32E-31,82.6,17,P:GO:0061179; C:GO:0071819; C:GO:0009941; P:GO:0045893; F:GO:0003682; C:GO:0070390; C:GO:0000785; C:GO:0000124; C:GO:0005643; P:GO:0006357; P:GO:0006368; C:GO:0005667; P:GO:0045893; C:GO:0016021; F:GO:0030374; P:GO:0016973; P:GO:0016578,"P:negative regulation of insulin secretion involved in cellular response to glucose stimulus; C:DUBm complex; C:chloroplast envelope; P:positive regulation of transcription, DNA-templated; F:chromatin binding; C:transcription export complex 2; C:chromatin; C:SAGA complex; C:nuclear pore; P:regulation of transcription from RNA polymerase II promoter; P:transcription elongation from RNA polymerase II promoter; C:transcription factor complex; P:positive regulation of transcription, DNA-templated; C:integral component of membrane; F:ligand-dependent nuclear receptor transcription coactivator activity; P:poly(A)+ mRNA export from nucleus; P:histone deubiquitination",,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3547_g1_i1,ZIP6_ARATH ame: Full=Zinc transporter chloroplastic ame: Full=ZRT IRT 6 Flags: Precursor,568,5,1.99E-47,67.2,19,P:GO:0015675; F:GO:0008270; F:GO:0005381; F:GO:0015088; F:GO:0005385; P:GO:0071281; C:GO:0005886; P:GO:0009624; C:GO:0009535; P:GO:0006879; C:GO:0005802; P:GO:0009617; C:GO:0005768; P:GO:0006826; C:GO:0016021; P:GO:0071369; P:GO:0071732; P:GO:0071577; P:GO:0015677,P:nickel cation transport; F:zinc ion binding; F:iron ion transmembrane transporter activity; F:copper uptake transmembrane transporter activity; F:zinc ion transmembrane transporter activity; P:cellular response to iron ion; C:plasma membrane; P:response to nematode; C:chloroplast thylakoid membrane; P:cellular iron ion homeostasis; C:trans-Golgi network; P:response to bacterium; C:endosome; P:iron ion transport; C:integral component of membrane; P:cellular response to ethylene stimulus; P:cellular response to nitric oxide; P:zinc II ion transmembrane transport; P:copper ion import,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3550_g1_i1,RT02_ARATH ame: Full=Ribosomal mitochondrial,277,5,4.30E-26,69,2,C:GO:0043231; C:GO:0015935,C:intracellular membrane-bounded organelle; C:small ribosomal subunit,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3557_g1_i1,IDE1_ARATH ame: Full=Insulin-degrading enzyme-like peroxisomal ame: Full=Insulysin-like 1 ame: Full=Peroxisomal M16 protease ame: Full=Zinc-metallopeptidase,250,5,5.22E-41,83.4,33,F:GO:0016887; P:GO:0046718; P:GO:1901143; P:GO:0008286; P:GO:0008340; P:GO:0045861; P:GO:0051291; F:GO:0004222; C:GO:0005654; F:GO:0005524; P:GO:0051289; F:GO:0043130; P:GO:0010815; C:GO:0031597; F:GO:0001948; P:GO:0010992; P:GO:0050435; P:GO:0051603; F:GO:0043559; F:GO:0008270; F:GO:0042803; P:GO:0032461; C:GO:0005782; F:GO:0005102; C:GO:0005886; F:GO:0001540; C:GO:0009986; P:GO:0042447; F:GO:0031626; C:GO:0005615; C:GO:0005739; F:GO:0001618; P:GO:0016485,F:ATPase activity; P:viral entry into host cell; P:insulin catabolic process; P:insulin receptor signaling pathway; P:determination of adult lifespan; P:negative regulation of proteolysis; P:protein heterooligomerization; F:metalloendopeptidase activity; C:nucleoplasm; F:ATP binding; P:protein homotetramerization; F:ubiquitin binding; P:bradykinin catabolic process; C:cytosolic proteasome complex; F:glycoprotein binding; P:ubiquitin homeostasis; P:beta-amyloid metabolic process; P:proteolysis involved in cellular protein catabolic process; F:insulin binding; F:zinc ion binding; F:protein homodimerization activity; P:positive regulation of protein oligomerization; C:peroxisomal matrix; F:receptor binding; C:plasma membrane; F:beta-amyloid binding; C:cell surface; P:hormone catabolic process; F:beta-endorphin binding; C:extracellular space; C:mitochondrion; F:virus receptor activity; P:protein processing,EC:3.4.24; EC:3.6.1.3; EC:3.6.1.15,Acting on peptide bonds (peptidases); Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase
"[BLASTED, MAPPED, ANNOTATED]",pak_c3571_g2_i1,C96AF_ARATH ame: Full=Alkane hydroxylase MAH1 ame: Full=Cytochrome P450 96A15 ame: Full= MID-CHAIN ALKANE HYDROXYLASE 1,244,5,3.71E-21,59.4,12,C:GO:0016020; F:GO:0080133; P:GO:0009611; P:GO:1901576; C:GO:0005783; P:GO:0055114; F:GO:0018685; F:GO:0005488; P:GO:0044249; P:GO:0044711; P:GO:0006631; P:GO:0010025,C:membrane; F:midchain alkane hydroxylase activity; P:response to wounding; P:organic substance biosynthetic process; C:endoplasmic reticulum; P:oxidation-reduction process; F:alkane 1-monooxygenase activity; F:binding; P:cellular biosynthetic process; P:single-organism biosynthetic process; P:fatty acid metabolic process; P:wax biosynthetic process,EC:1.14.15.3; EC:1.14.15,"Alkane 1-monooxygenase; Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O(2)"
"[BLASTED, MAPPED, ANNOTATED]",pak_c3589_g1_i1,ALN_ARATH ame: Full=Allantoinase Short=,272,5,9.35E-31,65.6,8,F:GO:0008270; P:GO:0006145; C:GO:0005783; F:GO:0004038; P:GO:0000256; P:GO:0010136; F:GO:0050897; P:GO:0006995,F:zinc ion binding; P:purine nucleobase catabolic process; C:endoplasmic reticulum; F:allantoinase activity; P:allantoin catabolic process; P:ureide catabolic process; F:cobalt ion binding; P:cellular response to nitrogen starvation,EC:3.5.2.5,Allantoinase
"[BLASTED, MAPPED, ANNOTATED]",pak_c3590_g1_i1,ARP6_ORYSJ ame: Full=Actin-related 6,276,5,1.69E-18,66,11,P:GO:0008283; C:GO:0005634; P:GO:0030029; P:GO:0006338; F:GO:0005515; C:GO:0005856; P:GO:0009266; C:GO:0005737; P:GO:0006355; F:GO:0005200; P:GO:0009910,"P:cell proliferation; C:nucleus; P:actin filament-based process; P:chromatin remodeling; F:protein binding; C:cytoskeleton; P:response to temperature stimulus; C:cytoplasm; P:regulation of transcription, DNA-templated; F:structural constituent of cytoskeleton; P:negative regulation of flower development",,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3612_g1_i1,RBS_PYRPY ame: Full=Ribulose bisphosphate carboxylase small chloroplastic Short= isCO small subunit Flags: Precursor,450,5,6.71E-84,88,7,C:GO:0009573; P:GO:0046487; P:GO:0019253; P:GO:0009853; P:GO:0055114; F:GO:0004497; F:GO:0016984,C:chloroplast ribulose bisphosphate carboxylase complex; P:glyoxylate metabolic process; P:reductive pentose-phosphate cycle; P:photorespiration; P:oxidation-reduction process; F:monooxygenase activity; F:ribulose-bisphosphate carboxylase activity,EC:4.1.1.39,Ribulose-bisphosphate carboxylase
"[BLASTED, MAPPED, ANNOTATED]",pak_c3612_g2_i1,RBS_SINAL ame: Full=Ribulose bisphosphate carboxylase small chain Short= isCO small subunit,448,5,1.75E-16,88,7,C:GO:0009573; P:GO:0046487; P:GO:0019253; P:GO:0009853; P:GO:0055114; F:GO:0004497; F:GO:0016984,C:chloroplast ribulose bisphosphate carboxylase complex; P:glyoxylate metabolic process; P:reductive pentose-phosphate cycle; P:photorespiration; P:oxidation-reduction process; F:monooxygenase activity; F:ribulose-bisphosphate carboxylase activity,EC:4.1.1.39,Ribulose-bisphosphate carboxylase
"[BLASTED, MAPPED, ANNOTATED]",pak_c3620_g1_i1,RL7_LIBAC ame: Full=50S ribosomal L7 L12,228,5,1.70E-08,78.2,4,F:GO:0003735; P:GO:0042254; C:GO:0005840; P:GO:0006412,F:structural constituent of ribosome; P:ribosome biogenesis; C:ribosome; P:translation,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3623_g1_i1,SCYL2_MOUSE ame: Full=SCY1 2 ame: Full=Coated vesicle-associated kinase of 104 kDa,438,5,6.55E-29,61.8,8,P:GO:0090090; C:GO:0005768; P:GO:0002092; C:GO:0016020; P:GO:2000370; P:GO:0008333; P:GO:2000286; F:GO:0005102,P:negative regulation of canonical Wnt signaling pathway; C:endosome; P:positive regulation of receptor internalization; C:membrane; P:positive regulation of clathrin-dependent endocytosis; P:endosome to lysosome transport; P:receptor internalization involved in canonical Wnt signaling pathway; F:receptor binding,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3624_g1_i1,RH10_ARATH ame: Full=DEAD-box ATP-dependent RNA helicase 10,393,5,4.98E-50,86.2,13,P:GO:0008380; P:GO:0006397; C:GO:0005730; P:GO:0008625; C:GO:0005654; F:GO:0004004; F:GO:0005524; P:GO:0000462; F:GO:0003723; F:GO:0005515; C:GO:0016020; P:GO:0010501; C:GO:0005829,"P:RNA splicing; P:mRNA processing; C:nucleolus; P:extrinsic apoptotic signaling pathway via death domain receptors; C:nucleoplasm; F:ATP-dependent RNA helicase activity; F:ATP binding; P:maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA); F:RNA binding; F:protein binding; C:membrane; P:RNA secondary structure unwinding; C:cytosol",EC:3.6.1.3; EC:3.6.1.15,Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase
"[BLASTED, MAPPED, ANNOTATED]",pak_c3625_g1_i1,EFTM_ARATH ame: Full=Elongation factor mitochondrial Flags: Precursor,319,5,3.14E-54,90.2,12,F:GO:0005525; F:GO:0005524; F:GO:0008270; P:GO:0006448; F:GO:0003746; F:GO:0003924; C:GO:0005618; C:GO:0005739; C:GO:0005829; P:GO:0046686; C:GO:0005840; F:GO:0050897,F:GTP binding; F:ATP binding; F:zinc ion binding; P:regulation of translational elongation; F:translation elongation factor activity; F:GTPase activity; C:cell wall; C:mitochondrion; C:cytosol; P:response to cadmium ion; C:ribosome; F:cobalt ion binding,EC:3.6.1.15,Nucleoside-triphosphate phosphatase
"[BLASTED, MAPPED, ANNOTATED]",pak_c3633_g1_i1,TPC1B_TOBAC ame: Full=Two pore calcium channel 1B ame: Full=Voltage-dependent calcium channel TPC1B Short= 1B,225,5,1.20E-32,86.4,15,P:GO:0080141; C:GO:0005891; C:GO:0005794; C:GO:0000325; C:GO:0005774; P:GO:0006952; F:GO:0005245; P:GO:0009845; P:GO:0010119; F:GO:0005509; C:GO:0016021; P:GO:0034765; P:GO:0070588; P:GO:0019722; P:GO:0086010,P:regulation of jasmonic acid biosynthetic process; C:voltage-gated calcium channel complex; C:Golgi apparatus; C:plant-type vacuole; C:vacuolar membrane; P:defense response; F:voltage-gated calcium channel activity; P:seed germination; P:regulation of stomatal movement; F:calcium ion binding; C:integral component of membrane; P:regulation of ion transmembrane transport; P:calcium ion transmembrane transport; P:calcium-mediated signaling; P:membrane depolarization during action potential,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3634_g1_i1,P2C60_ARATH ame: Full=Probable phosphatase 2C 60 Short= 2C60,246,5,4.37E-44,87.4,7,F:GO:0004722; C:GO:0005634; P:GO:0009737; C:GO:0008287; F:GO:0046872; P:GO:0006470; C:GO:0005886,F:protein serine/threonine phosphatase activity; C:nucleus; P:response to abscisic acid; C:protein serine/threonine phosphatase complex; F:metal ion binding; P:protein dephosphorylation; C:plasma membrane,EC:3.1.3.16; EC:3.1.3.41,Protein-serine/threonine phosphatase; 4-nitrophenylphosphatase
"[BLASTED, MAPPED, ANNOTATED]",pak_c3645_g1_i1,ACER_ARATH ame: Full=Alkaline ceramidase Short= ase Short=Alkaline CDase Short= ame: Full=Acyl- independent ceramide synthase 1 Short= 1 ame: Full=Alkaline ceramidase YPC1 Short= 1 ame: Full=Alkaline dihydroceramidase ACER ame: Full=Alkaline phytoceramidase Short=aPHC,376,5,9.42E-23,75,14,P:GO:0042967; C:GO:0000329; C:GO:0030173; P:GO:0008284; F:GO:0050291; P:GO:0046512; P:GO:0046513; P:GO:0046514; P:GO:0006687; C:GO:0030176; F:GO:0071633; C:GO:0032541; F:GO:0070774; P:GO:0071602,P:acyl-carrier-protein biosynthetic process; C:fungal-type vacuole membrane; C:integral component of Golgi membrane; P:positive regulation of cell proliferation; F:sphingosine N-acyltransferase activity; P:sphingosine biosynthetic process; P:ceramide biosynthetic process; P:ceramide catabolic process; P:glycosphingolipid metabolic process; C:integral component of endoplasmic reticulum membrane; F:dihydroceramidase activity; C:cortical endoplasmic reticulum; F:phytoceramidase activity; P:phytosphingosine biosynthetic process,EC:3.5.1.23; EC:2.3.1.24,Ceramidase; Sphingosine N-acyltransferase
"[BLASTED, MAPPED, ANNOTATED]",pak_c3646_g1_i1,NIR_BETPN ame: Full=Ferredoxin--nitrite chloroplastic Flags: Precursor,240,5,1.75E-41,91,15,C:GO:0009570; C:GO:0009325; F:GO:0020037; F:GO:0047889; F:GO:0048307; P:GO:0042128; F:GO:0050421; F:GO:0046872; C:GO:0005739; C:GO:0016020; C:GO:0048046; C:GO:0005829; P:GO:0055114; F:GO:0051539; P:GO:0010167,"C:chloroplast stroma; C:nitrate reductase complex; F:heme binding; F:ferredoxin-nitrate reductase activity; F:ferredoxin-nitrite reductase activity; P:nitrate assimilation; F:nitrite reductase (NO-forming) activity; F:metal ion binding; C:mitochondrion; C:membrane; C:apoplast; C:cytosol; P:oxidation-reduction process; F:4 iron, 4 sulfur cluster binding; P:response to nitrate",EC:1.7.2.1; EC:1.7.7.2; EC:1.7.7.1,Nitrite reductase (NO-forming); Ferredoxin--nitrate reductase; Ferredoxin--nitrite reductase
